,true_error,true.dna.scg,true.telo.var,true_label,given_label
0,0,8.57717752822237,1.03390258193682,14.8856124777259,14.9022813963377
1,0,10.425543684345,0.992451243372182,14.6630968662075,14.6953331576708
2,0,10.6351832953873,1.00878104440098,14.6108296504285,14.6388626394621
3,0,8.87961215424685,0.957411488744628,14.9465080284305,14.9106701296308
4,0,8.31950383009785,1.00747891739516,14.96696857673,14.9658427105907
5,0,8.84170090151595,1.05366533289543,14.814475075639,14.7634091532804
6,0,10.6604953154713,0.962136184968659,14.6757001303443,14.7167801778024
7,0,10.6415028675179,1.03145750535965,14.5779013223476,14.5958502466735
8,0,10.3999566845541,1.11188396882949,14.5027038580426,14.4603695571523
9,0,10.8995067216325,1.06301599556391,14.4998614701837,14.5363321388575
10,0,8.34329382694402,1.02242170979643,14.9416082859675,14.8561549658401
11,0,10.0769370898417,0.870466567437225,14.9013696321909,14.9181177979207
12,0,9.33565959678025,1.03237122464626,14.7655019231018,14.7494254768861
13,0,8.93619409620203,0.86998749253931,15.0754886283304,15.1440795332386
14,0,10.07159053058,1.03940967498651,14.6462316921212,14.5703818217642
15,0,10.632093075577,0.978143489588882,14.6557439578254,14.6807873535298
16,0,8.43417646351737,1.04664466822667,14.8921967726463,14.8819229575173
17,0,10.8198741793253,1.07185388337586,14.4984956488143,14.4558113192289
18,0,11.252829901019,0.919622398538366,14.6628862491705,14.5988515898717
19,1,9.28588129472445,0.971387636438977,14.8610578475291,14.9737492272023
20,0,10.2363708716772,0.981299807583671,14.705817414684,14.7111434430648
21,0,9.35241407616143,0.990814585959113,14.82218989701,14.8407695965105
22,0,11.1835749032513,1.04342982273172,14.4895726182145,14.4840788827016
23,1,12.147975258852,0.933293062130877,14.5311696689825,14.42594545697
24,0,9.04922502692486,1.02127691343349,14.8260473720247,14.85828507828
25,0,9.32857988802716,0.9744259992038,14.8499337102319,14.7636511515171
26,0,8.55816907452837,0.99643177711029,14.9420705980487,14.9801340355159
27,0,10.1932846142698,1.18683483371529,14.4375494340653,14.5106646773562
28,0,9.96043789477543,0.8724400402503,14.9148786574,14.9035425136924
29,0,9.82035666451805,0.919284182675502,14.8598574700239,14.8837709712128
30,0,11.8216375759731,0.926268751707322,14.5813549745117,14.5580580208819
31,0,11.5797867104765,0.921022064744344,14.6193713158526,14.6214027919754
32,0,8.89692492091132,0.847964046833565,15.118833935661,15.1071828309856
33,0,8.36607596576128,1.0978993495129,14.8349188167206,14.8873198483376
34,0,10.4368313537465,0.987363336064654,14.6689508682945,14.7538028530871
35,1,9.10973473332634,1.08164438296898,14.7335804147251,14.8371007346104
36,0,8.90694632876278,1.20507379506613,14.6101633191876,14.6442505010565
37,0,9.0181277266685,0.855222290610068,15.0870164106328,15.0801095175172
38,0,9.42172235161664,0.868040203856778,15.002391128726,15.001130706923
39,0,9.22994329111591,0.934562239276925,14.9255312795679,14.9370874675126
40,0,10.3266562957781,1.24338738100663,14.3516385835993,14.4491043375181
41,0,10.7682293421873,1.02567053636824,14.5689391924515,14.5173852715609
42,0,9.97045844523309,1.04145450337024,14.6579560578904,14.5651880168937
43,0,10.5976788748456,0.838911237679093,14.8819492258237,14.9231452007576
44,1,8.72035408584708,1.03334257367084,14.8625103835197,14.9712325927008
45,0,9.91779111920343,0.986301736479827,14.744095895762,14.7312058696002
46,1,8.59140695641443,1.19120678017232,14.678897433588,14.5501121933808
47,0,9.6589409091592,1.0066173294911,14.7528353673405,14.7447216529739
48,0,10.7993566405015,1.21190071262023,14.3240707444451,14.3159435378402
49,0,9.43705626316387,1.0403190782797,14.7388527228954,14.6989507035419
50,0,8.72431432419496,1.1543742419101,14.7020629524707,14.6708607156215
51,0,7.87251057097838,1.09091067448444,14.931858949453,14.8872153443271
52,0,10.2285093584523,0.931727208554267,14.78171218075,14.834392776558
53,0,10.1322171978264,1.10703882045214,14.5466318979382,14.6456648167047
54,0,10.013618320221,0.889633304643393,14.8790415452804,14.7960351524764
55,0,9.98797419186686,0.968708114643482,14.7598896899181,14.7573679620984
56,0,10.5512289547989,1.0499838025575,14.5645095012605,14.5398770597424
57,0,10.772195366908,0.963875909738047,14.6580559905761,14.7441316967268
58,0,10.8975460185238,1.0949149857112,14.4574654678584,14.5126085755549
59,0,8.97464217865401,1.02015955617719,14.8395664839807,14.8394912736814
60,0,8.17965610608269,0.947354785023631,15.0801988032362,15.1164446033642
61,0,9.40318824981227,0.847056210293565,15.0405361002012,15.0801702147312
62,1,9.01632348324723,0.752637504383339,15.2716493519131,15.3740530828343
63,0,8.87062301100026,0.852514442485296,15.1153841021478,15.1653612104827
64,0,9.85924873827995,1.05666796991402,14.6532158770009,14.6577385137752
65,0,9.5878053514218,0.793861269663167,15.1060562772381,15.0851434637566
66,0,10.0780335758631,1.13173655872455,14.5225352802987,14.5352858596905
67,0,10.3630694657941,1.12524293240359,14.4905997350986,14.5047386027772
68,0,8.38324565741681,0.927690923960761,15.0749906773627,15.0500538774845
69,0,9.79077983950566,0.971907440337827,14.7839011093602,14.8590826544801
70,0,9.43071421242605,0.968341291795228,14.8432611612975,14.8537462203904
71,0,11.517433603162,0.77868415992758,14.8693581552456,14.8739450804194
72,0,9.18066303423176,0.95022109093454,14.9092822314265,14.9277041705434
73,0,10.5454436986021,1.03415941776892,14.5872092256183,14.5731516472144
74,0,7.69070756151813,0.839536058051688,15.3434351847004,15.3681334569968
75,0,10.8309851572963,0.963326064776231,14.6510270413536,14.6808012433363
76,0,9.63640732313032,0.898096648350044,14.9207777253771,14.9022913803761
77,0,11.609611282654,1.05102296084567,14.4251737652611,14.4034222484808
78,0,8.83334308499753,0.866518973033799,15.097952925164,15.162502132643
79,0,10.3155696320843,1.06945457618761,14.5705889234745,14.555661155169
80,0,8.79739799088222,1.1082616618144,14.748840291342,14.6687157113159
81,0,9.71839008321131,0.889805165186081,14.9219369955866,14.9425165086053
82,0,10.5022103046327,1.03890299988866,14.5865336704717,14.5698740030159
83,0,10.7586842035841,0.888760513474859,14.7769193485073,14.7594217427458
84,0,8.83080669595027,0.971457057529485,14.9334483517952,14.9501130302459
85,0,10.5716574782003,1.05906816276364,14.5492905872141,14.5743818026577
86,0,11.1516263922248,0.901944555809884,14.7039228310635,14.6254702637033
