,true_error,true.dna.scg,true_label,given_label
0,0,8.57717752822237,24.8994970184686,24.9121212378304
1,0,10.425543684345,24.6179492840081,24.6221369986244
2,0,10.6351832953873,24.5892270070216,24.5878661984304
3,0,8.87961215424685,24.8495033364161,24.7857611244121
4,0,8.31950383009785,24.9435025104801,24.9296512894344
5,0,8.84170090151595,24.8556760686031,24.8477655119653
6,1,10.6604953154713,24.5857974339412,24.4847448197365
7,0,10.6415028675179,24.5883699923933,24.5595589518292
8,0,10.3999566845541,24.6214943855068,24.6068780718546
9,0,10.8995067216325,24.553809060602,24.5044597713059
10,0,8.34329382694402,24.9393829461068,25.0075508472662
11,1,10.0769370898417,24.6670147104006,24.7763264767738
12,0,9.33565959678025,24.7772480425312,24.7104543705319
13,0,8.93619409620203,24.8403394781686,24.8899251012738
14,0,10.07159053058,24.6677803697936,24.7000163460311
15,0,10.632093075577,24.5896462656751,24.6620303050674
16,0,8.43417646351737,24.9237527933725,24.8908572811839
17,0,10.8198741793253,24.5643881824654,24.5591070587666
18,0,11.252829901019,24.5077840440473,24.4848022849342
19,0,9.28588129472445,24.7849611615472,24.7721849324866
20,0,10.2363708716772,24.6443675817125,24.7189579023604
21,0,9.35241407616143,24.7746611936976,24.7536723203309
22,0,11.1835749032513,24.5166904762526,24.5495516609306
23,0,12.147975258852,24.3973560297534,24.3597769973891
24,0,9.04922502692486,24.8222057545098,24.8823629424613
25,0,9.32857988802716,24.7783425271158,24.7161205813248
26,0,8.55816907452837,24.9026978189851,24.820711143723
27,0,10.1932846142698,24.6504528945163,24.6087606955137
28,0,9.96043789477543,24.6837908305245,24.7362278646144
29,0,9.82035666451805,24.7042245774165,24.7672550658958
30,0,11.8216375759731,24.4366420084216,24.4405891682648
31,0,11.5797867104765,24.4664632247191,24.5480179753478
32,0,8.89692492091132,24.8466932221174,24.8803829320357
33,0,8.36607596576128,24.9354489019787,24.962509894666
34,0,10.4368313537465,24.6163881322957,24.5675964047194
35,0,9.10973473332634,24.8125909552467,24.8082493273662
36,0,8.90694632876278,24.845069099281,24.9136557626026
37,1,9.0181277266685,24.827172056522,24.9748182443327
38,0,9.42172235161664,24.7640091820939,24.7842999505251
39,0,9.22994329111591,24.7936782160376,24.8176796475673
40,0,10.3266562957781,24.6316987105801,24.5899272582812
41,0,10.7682293421873,24.5712908631468,24.6121648760585
42,0,9.97045844523309,24.6823401582192,24.6728827058729
43,0,10.5976788748456,24.5943235877241,24.6565426899325
44,0,8.72035408584708,24.8756132838597,24.8947705911231
45,0,9.91779111920343,24.6899811592486,24.7235712767108
46,0,8.59140695641443,24.8971055889123,24.9281836854836
47,0,9.6589409091592,24.7281349919813,24.8171737298828
48,0,10.7993566405015,24.5671265370947,24.5746841788381
49,1,9.43705626316387,24.7616630955871,24.6550173003794
50,0,8.72431432419496,24.8749582509076,24.941330557824
51,0,7.87251057097838,25.023176210429,25.0624950260905
52,0,10.2285093584523,24.6454759944248,24.7224208033269
53,0,10.1322171978264,24.659121996492,24.6486373451064
54,0,10.013618320221,24.6761085333958,24.7186763773508
55,0,9.98797419186686,24.6798079065386,24.665900274568
56,0,10.5512289547989,24.6006608584329,24.6016426698723
57,0,10.772195366908,24.5707596048881,24.5897501221542
58,0,10.8975460185238,24.5540686091467,24.5654067289153
59,0,8.97464217865401,24.8341455805487,24.8174128925888
60,0,8.17965610608269,24.9679598101922,25.0368308024273
61,0,9.40318824981227,24.7668499993457,24.7512600693495
62,1,9.01632348324723,24.8274607232538,24.7014955628929
63,0,8.87062301100026,24.8509645670276,24.8202360170335
64,0,9.85924873827995,24.6985222806636,24.665851691384
65,0,9.5878053514218,24.738799379852,24.6818628759546
66,0,10.0780335758631,24.6668577372178,24.6238065298905
67,0,10.3630694657941,24.6266205230149,24.5966005249086
68,0,8.38324565741681,24.9324910941057,24.9963468777596
69,0,9.79077983950566,24.708576224361,24.7173782337907
70,0,9.43071421242605,24.7626329659281,24.7772946991442
71,0,11.517433603162,24.4742526241373,24.4577208841895
72,0,9.18066303423176,24.8014016501021,24.7514245747406
73,0,10.5454436986021,24.601452107439,24.6020706713636
